 ordergroup |  ordergroupmember   |   uom    |  qty  | unroundedqty | type |   source   |   dest    | currencysw 
 3774750643 | OOPT-GOA504.15-OGM2 | 50415003 |  14 |           14 |    1 | 4139638974 | 3774739948 |          0
 3774750643 | OOPT-GOA504.15-OGM2 | 50415002 |  26 |           26 |    2 | 4139638974 | 3774739948 |          0
 3774750643 | OOPT-GOA504.15-OGM2 | 50415002 |  26 |           26 |    3 | 4139638974 | 3774739948 |          0
 3774750643 | OOPT-GOA504.15-OGM2 | 50415003 |  26 |           26 |    2 | 4139638974 | 3774739948 |          0
 3774750643 | OOPT-GOA504.15-OGM2 | 50415003 |  26 |           26 |    3 | 4139638974 | 3774739948 |          0
 3775674164 |                     | 50416002 |   0 |            0 |    1 |            | 3775663469 |          0
 3775674164 |                     | 50416002 |   0 |            0 |    2 |            | 3775663469 |          0
 3775674164 |                     | 50416002 |   0 |            0 |    3 |            | 3775663469 |          0
 3775674164 |                     | 50416003 |   0 |            0 |    1 |            | 3775663469 |          0
 3775674164 |                     | 50416003 |   0 |            0 |    2 |            | 3775663469 |          0
 3775674164 |                     | 50416003 |   0 |            0 |    3 |            | 3775663469 |          0
 3775674164 |                     | 50416002 |  28 |           28 |  101 |            | 3775663469 |          0
 3775674164 |                     | 50416003 |  28 |           28 |  101 |            | 3775663469 |          0
 3775674164 |                     | 50416002 |  52 |           52 |  102 |            | 3775663469 |          0
 3775674164 |                     | 50416002 |  52 |           52 |  103 |            | 3775663469 |          0
 3775674164 |                     | 50416003 |  52 |           52 |  102 |            | 3775663469 |          0
 3775674164 |                     | 50416003 |  52 |           52 |  103 |            | 3775663469 |          0
 3775674164 | OOPT-GOA504.16-OGM1 | 50416002 |  14 |           14 |    1 | 4139668764 | 3775663469 |          0
 3775674164 | OOPT-GOA504.16-OGM1 | 50416003 |  14 |           14 |    1 | 4139668764 | 3775663469 |          0
 3775674164 | OOPT-GOA504.16-OGM1 | 50416002 |  26 |           26 |    2 | 4139668764 | 3775663469 |          0
 3775674164 | OOPT-GOA504.16-OGM1 | 50416002 |  26 |           26 |    3 | 4139668764 | 3775663469 |          0
 3775674164 | OOPT-GOA504.16-OGM1 | 50416003 |  26 |           26 |    2 | 4139668764 | 3775663469 |          0
 3775674164 | OOPT-GOA504.16-OGM1 | 50416003 |  26 |           26 |    3 | 4139668764 | 3775663469 |          0
 3775674164 | OOPT-GOA504.16-OGM2 | 50416002 |  14 |           14 |    1 | 4139668765 | 3775663469 |          0
 3775674164 | OOPT-GOA504.16-OGM2 | 50416003 |  14 |           14 |    1 | 4139668765 | 3775663469 |          0
 3775674164 | OOPT-GOA504.16-OGM2 | 50416002 |  26 |           26 |    2 | 4139668765 | 3775663469 |          0
 3775674164 | OOPT-GOA504.16-OGM2 | 50416002 |  26 |           26 |    3 | 4139668765 | 3775663469 |          0
 3775674164 | OOPT-GOA504.16-OGM2 | 50416003 |  26 |           26 |    2 | 4139668765 | 3775663469 |          0
 3775674164 | OOPT-GOA504.16-OGM2 | 50416003 |  26 |           26 |    3 | 4139668765 | 3775663469 |          0
 3778444727 |                     | 50419002 |   0 |            0 |    1 |            | 3778434032 |          0
 3778444727 |                     | 50419002 |   0 |            0 |    2 |            | 3778434032 |          0
 3778444727 |                     | 50419002 |   0 |            0 |    3 |            | 3778434032 |          0
 3778444727 |                     | 50419003 |   0 |            0 |    1 |            | 3778434032 |          0
 3778444727 |                     | 50419003 |   0 |            0 |    2 |            | 3778434032 |          0
 3778444727 |                     | 50419003 |   0 |            0 |    3 |            | 3778434032 |          0
 3778444727 |                     | 50419002 |  28 |           28 |  101 |            | 3778434032 |          0
 3778444727 |                     | 50419003 |  28 |           28 |  101 |            | 3778434032 |          0
 3778444727 |                     | 50419002 |  52 |           52 |  102 |            | 3778434032 |          0
 3778444727 |                     | 50419002 |  52 |           52 |  103 |            | 3778434032 |          0
 3778444727 |                     | 50419003 |  52 |           52 |  102 |            | 3778434032 |          0
 3778444727 |                     | 50419003 |  52 |           52 |  103 |            | 3778434032 |          0
 3778444727 | OOPT-GOA504.19-OGM1 | 50419002 |  14 |           14 |    1 | 4139758137 | 3778434032 |          0
 3778444727 | OOPT-GOA504.19-OGM1 | 50419003 |  14 |           14 |    1 | 4139758137 | 3778434032 |          0
 3778444727 | OOPT-GOA504.19-OGM1 | 50419002 |  26 |           26 |    2 | 4139758137 | 3778434032 |          0
 3778444727 | OOPT-GOA504.19-OGM1 | 50419002 |  26 |           26 |    3 | 4139758137 | 3778434032 |          0
 3778444727 | OOPT-GOA504.19-OGM1 | 50419003 |  26 |           26 |    2 | 4139758137 | 3778434032 |          0
 3778444727 | OOPT-GOA504.19-OGM1 | 50419003 |  26 |           26 |    3 | 4139758137 | 3778434032 |          0
 3778444727 | OOPT-GOA504.19-OGM2 | 50419002 |  14 |           14 |    1 | 4139758138 | 3778434032 |          0
 3778444727 | OOPT-GOA504.19-OGM2 | 50419003 |  14 |           14 |    1 | 4139758138 | 3778434032 |          0
 3778444727 | OOPT-GOA504.19-OGM2 | 50419002 |  26 |           26 |    2 | 4139758138 | 3778434032 |          0
 3778444727 | OOPT-GOA504.19-OGM2 | 50419002 |  26 |           26 |    3 | 4139758138 | 3778434032 |          0
 3778444727 | OOPT-GOA504.19-OGM2 | 50419003 |  26 |           26 |    2 | 4139758138 | 3778434032 |          0
 3778444727 | OOPT-GOA504.19-OGM2 | 50419003 |  26 |           26 |    3 | 4139758138 | 3778434032 |          0
 3799685710 |                     | 50421002 |   0 |            0 |    1 |            | 3799675015 |          0
 3799685710 |                     | 50421002 |   0 |            0 |    2 |            | 3799675015 |          0
 3799685710 |                     | 50421002 |   0 |            0 |    3 |            | 3799675015 |          0
 3799685710 |                     | 50421003 |   0 |            0 |    1 |            | 3799675015 |          0
 3799685710 |                     | 50421003 |   0 |            0 |    2 |            | 3799675015 |          0
 3799685710 |                     | 50421003 |   0 |            0 |    3 |            | 3799675015 |          0
 3799685710 |                     | 50421002 |  28 |           28 |  101 |            | 3799675015 |          0
 3799685710 |                     | 50421003 |  28 |           28 |  101 |            | 3799675015 |          0
 3799685710 |                     | 50421002 |  52 |           52 |  102 |            | 3799675015 |          0
 3799685710 |                     | 50421003 |  52 |           52 |  102 |            | 3799675015 |          0
 3799685710 |                     | 50421002 |  60 |           60 |  103 |            | 3799675015 |          0
 3799685710 |                     | 50421003 |  60 |           60 |  103 |            | 3799675015 |          0
 3799685710 | OOPT-GOA504.21-OGM1 | 50421002 |  14 |           14 |    1 | 4140443330 | 3799675015 |          0
 3799685710 | OOPT-GOA504.21-OGM1 | 50421003 |  14 |           14 |    1 | 4140443330 | 3799675015 |          0
 3799685710 | OOPT-GOA504.21-OGM1 | 50421002 |  26 |           26 |    2 | 4140443330 | 3799675015 |          0
 3799685710 | OOPT-GOA504.21-OGM1 | 50421003 |  26 |           26 |    2 | 4140443330 | 3799675015 |          0
 3799685710 | OOPT-GOA504.21-OGM1 | 50421002 |  30 |           30 |    3 | 4140443330 | 3799675015 |          0
 3799685710 | OOPT-GOA504.21-OGM1 | 50421003 |  30 |           30 |    3 | 4140443330 | 3799675015 |          0
 3799685710 | OOPT-GOA504.21-OGM2 | 50421002 |  14 |           14 |    1 | 4140443331 | 3799675015 |          0
 3799685710 | OOPT-GOA504.21-OGM2 | 50421003 |  14 |           14 |    1 | 4140443331 | 3799675015 |          0
 3799685710 | OOPT-GOA504.21-OGM2 | 50421002 |  26 |           26 |    2 | 4140443331 | 3799675015 |          0
 3799685710 | OOPT-GOA504.21-OGM2 | 50421003 |  26 |           26 |    2 | 4140443331 | 3799675015 |          0
 3799685710 | OOPT-GOA504.21-OGM2 | 50421002 |  30 |           30 |    3 | 4140443331 | 3799675015 |          0
 3799685710 | OOPT-GOA504.21-OGM2 | 50421003 |  30 |           30 |    3 | 4140443331 | 3799675015 |          0
 3801532752 |                     | 50423002 |   0 |            0 |    1 |            | 3801522057 |          0
 3801532752 |                     | 50423002 |   0 |            0 |    2 |            | 3801522057 |          0
 3801532752 |                     | 50423002 |   0 |            0 |    3 |            | 3801522057 |          0
 3801532752 |                     | 50423003 |   0 |            0 |    1 |            | 3801522057 |          0
 3801532752 |                     | 50423003 |   0 |            0 |    2 |            | 3801522057 |          0
 3801532752 |                     | 50423003 |   0 |            0 |    3 |            | 3801522057 |          0
 3801532752 |                     | 50423002 |  28 |           28 |  101 |            | 3801522057 |          0
 3801532752 |                     | 50423003 |  28 |           28 |  101 |            | 3801522057 |          0
 3801532752 |                     | 50423002 |  52 |           52 |  102 |            | 3801522057 |          0
 3801532752 |                     | 50423003 |  52 |           52 |  102 |            | 3801522057 |          0
 3801532752 |                     | 50423002 |  60 |           60 |  103 |            | 3801522057 |          0
 3801532752 |                     | 50423003 |  60 |           60 |  103 |            | 3801522057 |          0
 3801532752 | OOPT-GOA504.23-OGM1 | 50423002 |  14 |           14 |    1 | 4140502912 | 3801522057 |          0
 3801532752 | OOPT-GOA504.23-OGM1 | 50423003 |  14 |           14 |    1 | 4140502912 | 3801522057 |          0
 3801532752 | OOPT-GOA504.23-OGM1 | 50423002 |  26 |           26 |    2 | 4140502912 | 3801522057 |          0
 3801532752 | OOPT-GOA504.23-OGM1 | 50423003 |  26 |           26 |    2 | 4140502912 | 3801522057 |          0
 3801532752 | OOPT-GOA504.23-OGM1 | 50423002 |  30 |           30 |    3 | 4140502912 | 3801522057 |          0
 3801532752 | OOPT-GOA504.23-OGM1 | 50423003 |  30 |           30 |    3 | 4140502912 | 3801522057 |          0
 3801532752 | OOPT-GOA504.23-OGM2 | 50423002 |  14 |           14 |    1 | 4140502913 | 3801522057 |          0
 3801532752 | OOPT-GOA504.23-OGM2 | 50423003 |  14 |           14 |    1 | 4140502913 | 3801522057 |          0
 3801532752 | OOPT-GOA504.23-OGM2 | 50423002 |  26 |           26 |    2 | 4140502913 | 3801522057 |          0
 3801532752 | OOPT-GOA504.23-OGM2 | 50423003 |  26 |           26 |    2 | 4140502913 | 3801522057 |          0
 3801532752 | OOPT-GOA504.23-OGM2 | 50423002 |  30 |           30 |    3 | 4140502913 | 3801522057 |          0
 3801532752 | OOPT-GOA504.23-OGM2 | 50423003 |  30 |           30 |    3 | 4140502913 | 3801522057 |          0
 3803379794 |                     | 50425002 |   0 |            0 |    1 |            | 3803369099 |          0
 3803379794 |                     | 50425002 |   0 |            0 |    2 |            | 3803369099 |          0
 3803379794 |                     | 50425002 |   0 |            0 |    3 |            | 3803369099 |          0
 3803379794 |                     | 50425003 |   0 |            0 |    1 |            | 3803369099 |          0
 3803379794 |                     | 50425003 |   0 |            0 |    2 |            | 3803369099 |          0
 3803379794 |                     | 50425003 |   0 |            0 |    3 |            | 3803369099 |          0
 3803379794 |                     | 50425002 |  28 |           28 |  101 |            | 3803369099 |          0
 3803379794 |                     | 50425002 |  28 |           28 |  102 |            | 3803369099 |          0
 3803379794 |                     | 50425002 |  28 |           28 |  103 |            | 3803369099 |          0
 3803379794 |                     | 50425003 |  28 |           28 |  101 |            | 3803369099 |          0
 3803379794 |                     | 50425003 |  28 |           28 |  102 |            | 3803369099 |          0
 3803379794 |                     | 50425003 |  28 |           28 |  103 |            | 3803369099 |          0
 3803379794 | OOPT-GOA504.25-OGM1 | 50425002 |  14 |           14 |    1 | 4140562494 | 3803369099 |          0
 3803379794 | OOPT-GOA504.25-OGM1 | 50425002 |  14 |           14 |    2 | 4140562494 | 3803369099 |          0
 3803379794 | OOPT-GOA504.25-OGM1 | 50425002 |  14 |           14 |    3 | 4140562494 | 3803369099 |          0
 3803379794 | OOPT-GOA504.25-OGM1 | 50425003 |  14 |           14 |    1 | 4140562494 | 3803369099 |          0
 3803379794 | OOPT-GOA504.25-OGM1 | 50425003 |  14 |           14 |    2 | 4140562494 | 3803369099 |          0
 3803379794 | OOPT-GOA504.25-OGM1 | 50425003 |  14 |           14 |    3 | 4140562494 | 3803369099 |          0
 3803379794 | OOPT-GOA504.25-OGM2 | 50425002 |  14 |           14 |    1 | 4140562495 | 3803369099 |          0
 3803379794 | OOPT-GOA504.25-OGM2 | 50425002 |  14 |           14 |    2 | 4140562495 | 3803369099 |          0
 3803379794 | OOPT-GOA504.25-OGM2 | 50425002 |  14 |           14 |    3 | 4140562495 | 3803369099 |          0
 3803379794 | OOPT-GOA504.25-OGM2 | 50425003 |  14 |           14 |    1 | 4140562495 | 3803369099 |          0
 3803379794 | OOPT-GOA504.25-OGM2 | 50425003 |  14 |           14 |    2 | 4140562495 | 3803369099 |          0
 3803379794 | OOPT-GOA504.25-OGM2 | 50425003 |  14 |           14 |    3 | 4140562495 | 3803369099 |          0
 3805226836 |                     | 50427002 |   0 |            0 |    1 |            | 3805216141 |          0
 3805226836 |                     | 50427002 |   0 |            0 |    2 |            | 3805216141 |          0
 3805226836 |                     | 50427002 |   0 |            0 |    3 |            | 3805216141 |          0
 3805226836 |                     | 50427003 |   0 |            0 |    1 |            | 3805216141 |          0
 3805226836 |                     | 50427003 |   0 |            0 |    2 |            | 3805216141 |          0
 3805226836 |                     | 50427003 |   0 |            0 |    3 |            | 3805216141 |          0
 3805226836 |                     | 50427002 |  28 |           28 |  101 |            | 3805216141 |          0
 3805226836 |                     | 50427002 |  28 |           28 |  102 |            | 3805216141 |          0
 3805226836 |                     | 50427002 |  28 |           28 |  103 |            | 3805216141 |          0
 3805226836 |                     | 50427003 |  28 |           28 |  101 |            | 3805216141 |          0
 3805226836 |                     | 50427003 |  28 |           28 |  102 |            | 3805216141 |          0
 3805226836 |                     | 50427003 |  28 |           28 |  103 |            | 3805216141 |          0
 3805226836 | OOPT-GOA504.27-OGM1 | 50427002 |  14 |           14 |    1 | 4140622076 | 3805216141 |          0
 3805226836 | OOPT-GOA504.27-OGM1 | 50427002 |  14 |           14 |    2 | 4140622076 | 3805216141 |          0
 3805226836 | OOPT-GOA504.27-OGM1 | 50427002 |  14 |           14 |    3 | 4140622076 | 3805216141 |          0
 3805226836 | OOPT-GOA504.27-OGM1 | 50427003 |  14 |           14 |    1 | 4140622076 | 3805216141 |          0
 3805226836 | OOPT-GOA504.27-OGM1 | 50427003 |  14 |           14 |    2 | 4140622076 | 3805216141 |          0
 3805226836 | OOPT-GOA504.27-OGM1 | 50427003 |  14 |           14 |    3 | 4140622076 | 3805216141 |          0
 3805226836 | OOPT-GOA504.27-OGM2 | 50427002 |  14 |           14 |    1 | 4140622077 | 3805216141 |          0
 3805226836 | OOPT-GOA504.27-OGM2 | 50427002 |  14 |           14 |    2 | 4140622077 | 3805216141 |          0
 3805226836 | OOPT-GOA504.27-OGM2 | 50427002 |  14 |           14 |    3 | 4140622077 | 3805216141 |          0
 3805226836 | OOPT-GOA504.27-OGM2 | 50427003 |  14 |           14 |    1 | 4140622077 | 3805216141 |          0
 3805226836 | OOPT-GOA504.27-OGM2 | 50427003 |  14 |           14 |    2 | 4140622077 | 3805216141 |          0
 3805226836 | OOPT-GOA504.27-OGM2 | 50427003 |  14 |           14 |    3 | 4140622077 | 3805216141 |          0
(384 rows)

 ordergroup |  ordergroupmember   |   uom    | qty | unroundedqty | type |   source   |    dest    | currencysw 
------------+---------------------+----------+-----+--------------+------+------------+------------+------------
 13504487   |                     | 41420002 |   0 |            0 |    1 | 3187024459 | 13493792   |          0
 13504487   |                     | 41420002 |   0 |            0 |    2 | 3187024459 | 13493792   |          0
 13504487   |                     | 41420002 |   0 |            0 |    3 | 3187024459 | 13493792   |          0
 13504487   |                     | 41420002 | 298 |  297.7142857 |  101 | 3187024459 | 13493792   |          0
 13504487   |                     | 41420002 | 298 |  297.7142857 |  102 | 3187024459 | 13493792   |          0
 13504487   |                     | 41420002 | 298 |  297.7142857 |  103 | 3187024459 | 13493792   |          0
 13504487   | OOPT-FBK414.20-OGM1 | 41420002 | 185 |  184.7142857 |    1 | 3187024459 | 13493792   |          0
 13504487   | OOPT-FBK414.20-OGM1 | 41420002 | 185 |  184.7142857 |    2 | 3187024459 | 13493792   |          0
 13504487   | OOPT-FBK414.20-OGM1 | 41420002 | 185 |  184.7142857 |    3 | 3187024459 | 13493792   |          0
 13504487   | OOPT-FBK414.20-OGM2 | 41420002 | 113 |          113 |    1 | 3187024459 | 13493792   |          0
 13504487   | OOPT-FBK414.20-OGM2 | 41420002 | 113 |          113 |    2 | 3187024459 | 13493792   |          0
 13504487   | OOPT-FBK414.20-OGM2 | 41420002 | 113 |          113 |    3 | 3187024459 | 13493792   |          0
 15351529   |                     | 41422002 |   0 |            0 |    1 | 3187084041 | 15340834   |          0
 15351529   |                     | 41422002 |   0 |            0 |    2 | 3187084041 | 15340834   |          0
 15351529   |                     | 41422002 |   0 |            0 |    3 | 3187084041 | 15340834   |          0
 15351529   |                     | 41422002 |  66 |           66 |  101 | 3187084041 | 15340834   |          0
 15351529   |                     | 41422002 |  66 |           66 |  102 | 3187084041 | 15340834   |          0
 15351529   |                     | 41422002 |  66 |           66 |  103 | 3187084041 | 15340834   |          0
 15351529   | OOPT-FBK414.22-OGM1 | 41422002 |  66 |           66 |    1 | 3187084041 | 15340834   |          0
 15351529   | OOPT-FBK414.22-OGM1 | 41422002 |  66 |           66 |    2 | 3187084041 | 15340834   |          0
 15351529   | OOPT-FBK414.22-OGM1 | 41422002 |  66 |           66 |    3 | 3187084041 | 15340834   |          0
 4252137000 |                     | 41401002 |   0 |            0 |    1 | 3185207208 | 4252126305 |          0
 4252137000 |                     | 41401002 |   0 |            0 |    2 | 3185207208 | 4252126305 |          0
 4252137000 |                     | 41401002 |   0 |            0 |    3 | 3185207208 | 4252126305 |          0
 4252137000 |                     | 41401002 |  92 |           92 |  101 | 3185207208 | 4252126305 |          0
 4252137000 |                     | 41401002 |  92 |           92 |  102 | 3185207208 | 4252126305 |          0
 4252137000 |                     | 41401002 |  92 |           92 |  103 | 3185207208 | 4252126305 |          0
 4252137000 | OOPT-FBK414.01-OGM1 | 41401002 |  51 |           51 |    1 | 3185207208 | 4252126305 |          0
 4252137000 | OOPT-FBK414.01-OGM1 | 41401002 |  51 |           51 |    2 | 3185207208 | 4252126305 |          0
 4252137000 | OOPT-FBK414.01-OGM1 | 41401002 |  51 |           51 |    3 | 3185207208 | 4252126305 |          0
 4252137000 | OOPT-FBK414.01-OGM2 | 41401002 |  41 |           41 |    1 | 3185207208 | 4252126305 |          0
 4252137000 | OOPT-FBK414.01-OGM2 | 41401002 |  41 |           41 |    2 | 3185207208 | 4252126305 |          0
 4252137000 | OOPT-FBK414.01-OGM2 | 41401002 |  41 |           41 |    3 | 3185207208 | 4252126305 |          0
 4253060521 |                     | 41402002 |   0 |            0 |    1 | 3185236999 | 4253049826 |          0
 4253060521 |                     | 41402002 |   0 |            0 |    2 | 3185236999 | 4253049826 |          0
 4253060521 |                     | 41402002 |   0 |            0 |    3 | 3185236999 | 4253049826 |          0
 4253060521 |                     | 41402002 |  18 |           18 |  101 | 3185236999 | 4253049826 |          0
 4253060521 |                     | 41402002 |  18 |           18 |  102 | 3185236999 | 4253049826 |          0
 4253060521 |                     | 41402002 |  18 |           18 |  103 | 3185236999 | 4253049826 |          0
 4253060521 | OOPT-FBK414.02-OGM1 | 41402002 |  12 |           12 |    1 | 3185236999 | 4253049826 |          0
 4253060521 | OOPT-FBK414.02-OGM1 | 41402002 |  12 |           12 |    2 | 3185236999 | 4253049826 |          0
 4253060521 | OOPT-FBK414.02-OGM1 | 41402002 |  12 |           12 |    3 | 3185236999 | 4253049826 |          0
 4253060521 | OOPT-FBK414.02-OGM2 | 41402002 |   6 |            6 |    1 | 3185236999 | 4253049826 |          0
 4253060521 | OOPT-FBK414.02-OGM2 | 41402002 |   6 |            6 |    2 | 3185236999 | 4253049826 |          0
 4253060521 | OOPT-FBK414.02-OGM2 | 41402002 |   6 |            6 |    3 | 3185236999 | 4253049826 |          0
 4253984042 |                     | 41403002 |   0 |            0 |    1 | 3185266790 | 4253973347 |          0
 4253984042 |                     | 41403002 |   0 |            0 |    2 | 3185266790 | 4253973347 |          0
 4253984042 |                     | 41403002 |   0 |            0 |    3 | 3185266790 | 4253973347 |          0
 4253984042 |                     | 41403002 |  21 |           21 |  101 | 3185266790 | 4253973347 |          0
 4253984042 |                     | 41403002 |  21 |           21 |  102 | 3185266790 | 4253973347 |          0
 4253984042 |                     | 41403002 |  21 |           21 |  103 | 3185266790 | 4253973347 |          0
 4253984042 | OOPT-FBK414.03-OGM1 | 41403002 |  10 |           10 |    1 | 3185266790 | 4253973347 |          0
 4253984042 | OOPT-FBK414.03-OGM1 | 41403002 |  10 |           10 |    2 | 3185266790 | 4253973347 |          0
 4253984042 | OOPT-FBK414.03-OGM1 | 41403002 |  10 |           10 |    3 | 3185266790 | 4253973347 |          0
 4253984042 | OOPT-FBK414.03-OGM2 | 41403002 |  11 |           11 |    1 | 3185266790 | 4253973347 |          0
 4253984042 | OOPT-FBK414.03-OGM2 | 41403002 |  11 |           11 |    2 | 3185266790 | 4253973347 |          0
 4253984042 | OOPT-FBK414.03-OGM2 | 41403002 |  11 |           11 |    3 | 3185266790 | 4253973347 |          0
 4254907563 |                     | 41404002 |   0 |            0 |    1 | 3185296581 | 4254896868 |          0
 4254907563 |                     | 41404002 |   0 |            0 |    2 | 3185296581 | 4254896868 |          0
 4254907563 |                     | 41404002 |   0 |            0 |    3 | 3185296581 | 4254896868 |          0
 4254907563 |                     | 41404002 |  21 |           21 |  101 | 3185296581 | 4254896868 |          0
 4254907563 |                     | 41404002 |  31 |           31 |  102 | 3185296581 | 4254896868 |          0
 4254907563 |                     | 41404002 |  31 |           31 |  103 | 3185296581 | 4254896868 |          0
 4254907563 | OOPT-FBK414.04-OGM1 | 41404002 |  10 |           10 |    1 | 3185296581 | 4254896868 |          0
 4254907563 | OOPT-FBK414.04-OGM1 | 41404002 |  20 |           20 |    2 | 3185296581 | 4254896868 |          0
 4254907563 | OOPT-FBK414.04-OGM1 | 41404002 |  20 |           20 |    3 | 3185296581 | 4254896868 |          0
 4254907563 | OOPT-FBK414.04-OGM2 | 41404002 |  11 |           11 |    1 | 3185296581 | 4254896868 |          0
 4254907563 | OOPT-FBK414.04-OGM2 | 41404002 |  11 |           11 |    2 | 3185296581 | 4254896868 |          0
 4254907563 | OOPT-FBK414.04-OGM2 | 41404002 |  11 |           11 |    3 | 3185296581 | 4254896868 |          0
 4255831084 |                     | 41405002 |   0 |            0 |    1 | 3185326372 | 4255820389 |          0
 4255831084 |                     | 41405002 |   0 |            0 |    2 | 3185326372 | 4255820389 |          0
 4255831084 |                     | 41405002 |   0 |            0 |    3 | 3185326372 | 4255820389 |          0
 4255831084 |                     | 41405002 |  23 |           21 |  101 | 3185326372 | 4255820389 |          0
 4255831084 |                     | 41405002 |  23 |           21 |  102 | 3185326372 | 4255820389 |          0
 4255831084 |                     | 41405002 |  23 |           21 |  103 | 3185326372 | 4255820389 |          0
 4255831084 | OOPT-FBK414.05-OGM1 | 41405002 |  12 |           10 |    1 | 3185326372 | 4255820389 |          0
 4255831084 | OOPT-FBK414.05-OGM1 | 41405002 |  12 |           10 |    2 | 3185326372 | 4255820389 |          0
 4255831084 | OOPT-FBK414.05-OGM1 | 41405002 |  12 |           10 |    3 | 3185326372 | 4255820389 |          0
 4255831084 | OOPT-FBK414.05-OGM2 | 41405002 |  11 |           11 |    1 | 3185326372 | 4255820389 |          0
 4255831084 | OOPT-FBK414.05-OGM2 | 41405002 |  11 |           11 |    2 | 3185326372 | 4255820389 |          0
 4255831084 | OOPT-FBK414.05-OGM2 | 41405002 |  11 |           11 |    3 | 3185326372 | 4255820389 |          0
 4256754605 |                     | 41406002 |   0 |            0 |    1 | 3185356163 | 4256743910 |          0
 4256754605 |                     | 41406002 |   0 |            0 |    2 | 3185356163 | 4256743910 |          0
 4256754605 |                     | 41406002 |   0 |            0 |    3 | 3185356163 | 4256743910 |          0
 4256754605 |                     | 41406002 |  32 |           32 |  101 | 3185356163 | 4256743910 |          0
 4256754605 |                     | 41406002 |  32 |           32 |  102 | 3185356163 | 4256743910 |          0
 4256754605 |                     | 41406002 |  32 |           32 |  103 | 3185356163 | 4256743910 |          0
 4256754605 | OOPT-FBK414.06-OGM1 | 41406002 |  21 |           21 |    1 | 3185356163 | 4256743910 |          0
 4256754605 | OOPT-FBK414.06-OGM1 | 41406002 |  21 |           21 |    2 | 3185356163 | 4256743910 |          0
 4256754605 | OOPT-FBK414.06-OGM1 | 41406002 |  21 |           21 |    3 | 3185356163 | 4256743910 |          0
 4256754605 | OOPT-FBK414.06-OGM2 | 41406002 |  11 |           11 |    1 | 3185356163 | 4256743910 |          0
 4256754605 | OOPT-FBK414.06-OGM2 | 41406002 |  11 |           11 |    2 | 3185356163 | 4256743910 |          0
 4256754605 | OOPT-FBK414.06-OGM2 | 41406002 |  11 |           11 |    3 | 3185356163 | 4256743910 |          0
 4257678126 |                     | 41407002 |  32 |           32 |    1 | 3185385954 | 4257667431 |          0
 4257678126 |                     | 41407002 |  32 |           32 |    3 | 3185385954 | 4257667431 |          0
 4257678126 | OOPT-FBK414.07-OGM1 | 41407002 |  21 |           21 |    1 | 3185385954 | 4257667431 |          0
 4257678126 | OOPT-FBK414.07-OGM1 | 41407002 |  21 |           21 |    3 | 3185385954 | 4257667431 |          0
 4257678126 | OOPT-FBK414.07-OGM2 | 41407002 |  11 |           11 |    1 | 3185385954 | 4257667431 |          0
 4257678126 | OOPT-FBK414.07-OGM2 | 41407002 |  11 |           11 |    3 | 3185385954 | 4257667431 |          0
 4258601647 |                     | 41408002 |   0 |            0 |    1 | 3185415745 | 4258590952 |          0
 4258601647 |                     | 41408002 |   0 |            0 |    2 | 3185415745 | 4258590952 |          0
 4258601647 |                     | 41408002 |   0 |            0 |    3 | 3185415745 | 4258590952 |          0
 4258601647 |                     | 41408002 | 124 |          124 |  101 | 3185415745 | 4258590952 |          0
 4258601647 |                     | 41408002 | 124 |          124 |  102 | 3185415745 | 4258590952 |          0
 4258601647 |                     | 41408002 | 124 |          124 |  103 | 3185415745 | 4258590952 |          0
 4258601647 | OOPT-FBK414.08-OGM1 | 41408002 |  72 |           72 |    1 | 3185415745 | 4258590952 |          0
 4258601647 | OOPT-FBK414.08-OGM1 | 41408002 |  72 |           72 |    2 | 3185415745 | 4258590952 |          0
 4258601647 | OOPT-FBK414.08-OGM1 | 41408002 |  72 |           72 |    3 | 3185415745 | 4258590952 |          0
 4258601647 | OOPT-FBK414.08-OGM2 | 41408002 |  52 |           52 |    1 | 3185415745 | 4258590952 |          0
 4258601647 | OOPT-FBK414.08-OGM2 | 41408002 |  52 |           52 |    2 | 3185415745 | 4258590952 |          0
 4258601647 | OOPT-FBK414.08-OGM2 | 41408002 |  52 |           52 |    3 | 3185415745 | 4258590952 |          0
 4259525168 |                     | 41409002 |   0 |            0 |    1 | 3185445536 | 4259514473 |          0
 4259525168 |                     | 41409002 |   0 |            0 |    2 | 3185445536 | 4259514473 |          0
 4259525168 |                     | 41409002 |   0 |            0 |    3 | 3185445536 | 4259514473 |          0
 4259525168 |                     | 41409002 |  45 |           45 |  101 | 3185445536 | 4259514473 |          0
 4259525168 |                     | 41409002 |  45 |           45 |  102 | 3185445536 | 4259514473 |          0
 4259525168 |                     | 41409002 |  45 |           45 |  103 | 3185445536 | 4259514473 |          0
 4259525168 | OOPT-FBK414.09-OGM1 | 41409002 |  45 |           45 |    1 | 3185445536 | 4259514473 |          0
 4259525168 | OOPT-FBK414.09-OGM1 | 41409002 |  45 |           45 |    2 | 3185445536 | 4259514473 |          0
 4259525168 | OOPT-FBK414.09-OGM1 | 41409002 |  45 |           45 |    3 | 3185445536 | 4259514473 |          0
 4279842630 |                     | 41410002 |   0 |            0 |    1 | 3186100938 | 4279831935 |          0
 4279842630 |                     | 41410002 |   0 |            0 |    2 | 3186100938 | 4279831935 |          0
