 ordergroup | transmode  |  qty  |   uom    | currencysw 
 3772286698 | 4009719180  |      30 | 13821003 |          0
 3772286698 | 4009719180  |      30 | 13821002 |          0
 3772286698 | 4009719180  |      30 | 13821003 |          0
 2408340402 | 1109939142  |      66 | 33902002 |          0
 2410187444 | 88870788    |      66 | 33904002 |          0
 2412034486 | 3362769728  |      66 | 33906002 |          0
 4144513848 | 1124244608  |      70 | 15864001 |          0
 4144513848 | 1124244608  |    10.5 | 15864004 |          0
 2002493798 | 3994086098  |     150 | 15526001 |          0
 3568149080 | 3201337694  |      85 | 16504001 |          0
 3568149080 | 3201337694  |      85 | 16504001 |          0
 3568149080 | 3201337694  |      82 | 16504001 |          0
 1216887862 | 121007620   |      30 | 13705002 |          0
 1216887862 | 121007620   |      30 | 13705003 |          0
 1216887862 | 121007620   |      30 | 13705002 |          0
 1216887862 | 121007620   |      30 | 13705003 |          0
 1216887862 | 121007620   |      30 | 13705002 |          0
 1216887862 | 121007620   |      30 | 13705003 |          0
 1216887862 | 121007620   |      30 | 13705002 |          0
 1216887862 | 121007620   |      30 | 13705003 |          0
 1240899408 | 4026988200  |      24 | 13710002 |          0
 1240899408 | 4026988200  |      24 | 13710003 |          0
 3280751610 | 2647189116  |      15 | 50906002 |          0
 3280751610 | 2647189116  |      15 | 50906003 |          0
 3280751610 | 2647189116  |       1 | 50906002 |          0
 3280751610 | 2647189116  |       1 | 50906003 |          0
 4056108989 | 678623963   |     250 |   100002 |          0
 4056108989 | 678623963   |      77 |   100002 |          0
 62074456   | 2176332448  |      30 | 16221004 |          0
 62997977   | 1665798273  |      30 | 16222004 |          0
 64845019   | 644729919   |      30 | 16224004 |          0
 65768540   | 134195742   |      30 | 16225004 |          0
 67615582   | 3408094682  |      16 | 16227004 |          0
 68539103   | 2897560505  |      30 | 16228004 |          0
 93474170   | 1998039616  |    22.5 | 16234004 |          0
 95321212   | 976971262   |    22.5 | 16236004 |          0
 129291400  | 12345678912 |     150 | 13518002 |          0
 156997030  | 976897292   |      25 | 13527002 |          0
 156997030  | 976897292   |       7 | 13527002 |          0
 160046984  | 1210033010  |     100 | 31801002 |          0
 160046984  | 1210033010  |      50 | 31801003 |          0
 160046984  | 1210033010  |     100 | 31801002 |          0
 160046984  | 1210033010  |      50 | 31801003 |          0
 162817547  | 3973397773  |     100 | 31804002 |          0
 162817547  | 3973397773  |      50 | 31804003 |          0
 162817547  | 3973397773  |     100 | 31804002 |          0
 162817547  | 3973397773  |      50 | 31804003 |          0
 162817547  | 3973397773  |      63 | 31804002 |          0
 162817547  | 3973397773  |    31.5 | 31804003 |          0
 163741068  | 3462863596  |     100 | 31805002 |          0
 163741068  | 3462863596  |      50 | 31805003 |          0
 163741068  | 3462863596  |     100 | 31805002 |          0
 163741068  | 3462863596  |      50 | 31805003 |          0
 164664589  | 2952329419  |     100 | 31806002 |          0
 164664589  | 2952329419  |      50 | 31806003 |          0
 164664589  | 2952329419  |     100 | 31806002 |          0
 164664589  | 2952329419  |      50 | 31806003 |          0
 164664589  | 2952329419  |      63 | 31806002 |          0
 164664589  | 2952329419  |    31.5 | 31806003 |          0
 165588110  | 2441795242  |     100 | 31807002 |          0
 165588110  | 2441795242  |      50 | 31807003 |          0
 165588110  | 2441795242  |     100 | 31807002 |          0
 165588110  | 2441795242  |      50 | 31807003 |          0
 1217218097 | 202303785   |      50 | 32104001 |          0
 1217218097 | 202303785   |      50 | 32104001 |          0
 1217218097 | 202303785   |      12 | 32104001 |          0
 1219065139 | 3476202725  |      40 | 32106001 |          0
 1219065139 | 3476202725  |      40 | 32106001 |          0
 1219065139 | 3476202725  |      32 | 32106001 |          0
 1242153164 | 3597750188  |      50 | 32110001 |          0
 1242153164 | 3597750188  |      50 | 32110001 |          0
 1242153164 | 3597750188  |      45 | 32110001 |          0
 1243076685 | 3087216011  |      50 | 32111001 |          0
 1243076685 | 3087216011  |      50 | 32111001 |          0
 1243076685 | 3087216011  |      44 | 32111001 |          0
 3580004336 | 2147792070  |      52 | 50701002 |          0
 3580004336 | 2147792070  |      52 | 50701003 |          0
 3581851378 | 1126723718  |      52 | 50703002 |          0
 3581851378 | 1126723718  |      52 | 50703003 |          0
 3584621941 | 3890088481  |      52 | 50706002 |          0
 3584621941 | 3890088481  |      52 | 50706003 |          0
 3587392504 | 2358485950  |      52 | 50709002 |          0
 3587392504 | 2358485950  |      52 | 50709003 |          0
 3607709966 | 4011635944  |      52 | 50710002 |          0
 3607709966 | 4011635944  |      52 | 50710003 |          0
 1911903019 | 2270454744  |      48 | 33317002 |          0
 1911903019 | 2270454744  |      48 | 33317003 |          0
 3674648251 | 3293245723  |      52 | 50601002 |          0
 3674648251 | 3293245723  |      52 | 50601003 |          0
 3675571772 | 2782711546  |      52 | 50602002 |          0
 3675571772 | 2782711546  |      52 | 50602003 |          0
 3679265856 | 740574840   |      52 | 50606002 |          0
 3679265856 | 740574840   |      52 | 50606003 |          0
 3682036419 | 3503939603  |      52 | 50609002 |          0
 3682036419 | 3503939603  |      52 | 50609003 |          0
 3702353881 | 862122303   |      52 | 50610002 |          0
 3702353881 | 862122303   |      52 | 50610003 |          0
 4227647536 | 1793838216  |      37 | 33520002 |          0
 3841134680 | 2524601182  |     360 | 32401002 |          0
 3841134680 | 2524601182  |     360 | 32401003 |          0
 3842058201 | 2014067007  |     360 | 32402002 |          0
 3842058201 | 2014067007  |     360 | 32402003 |          0
 3842981722 | 1503532830  |     360 | 32403002 |          0
 3842981722 | 1503532830  |     360 | 32403003 |          0
 3843905243 | 992998653   |     360 | 32404002 |          0
 3843905243 | 992998653   |     360 | 32404003 |          0
 3844828764 | 482464476   |     500 | 32405001 |          0
 3844828764 | 482464476   |     500 | 32405003 |          0
 3844828764 | 482464476   |     300 | 32405001 |          0
 3844828764 | 482464476   |     300 | 32405003 |          0
 3845752285 | 4266897593  |     360 | 32406002 |          0
 3845752285 | 4266897593  |     360 | 32406003 |          0
 3846675806 | 3756363416  |     360 | 32407002 |          0
 3846675806 | 3756363416  |     360 | 32407003 |          0
 3868840310 | 93477762    |     360 | 32410002 |          0
 3868840310 | 93477762    |     360 | 32410003 |          0
 3871610873 | 2856842525  |      52 | 32413002 |          0
 3871610873 | 2856842525  |      52 | 32413003 |          0
 2786846135 | 3050751135  |    9300 |     1356 |          1
 2787769656 | 2540216958  |     220 | 41602002 |          0
 2788693177 | 2029682783  |   16500 |     1356 |          1
 2788693177 | 2029682783  |     198 |     1978 |          1
 2789616698 | 1519148606  |     225 |     1978 |          1
 2789616698 | 1519148606  |   183.6 |     1978 |          1
 2790540219 | 1008614429  |   111.6 |     1978 |          1
 2791463740 | 498080252   |   11700 |     1356 |          1
 2792387261 | 4282513369  |     156 | 41607002 |          0
 2793310782 | 3771979192  |   11700 |     1356 |          1
 2793310782 | 3771979192  |   140.4 |     1978 |          1
 2793310782 | 3771979192  |     156 | 41608002 |          0
 2816398807 | 3893526655  |      90 |     1840 |          1
 2816398807 | 3893526655  |      34 |     1840 |          1
 2818245849 | 2872458301  |      92 | 41614002 |          0
 2819169370 | 2361924124  |    9300 | 41615001 |          1
 2819169370 | 2361924124  |   111.6 | 41615002 |          1
 2819169370 | 2361924124  |     124 | 41615002 |          0
 2820092891 | 1851389949  |    6900 |     1356 |          1
 2820092891 | 1851389949  |      92 | 41616002 |          0
 2821016412 | 1340855772  |    2400 |     1356 |          1
 2821016412 | 1340855772  |    28.8 |     1978 |          1
 2821016412 | 1340855772  |    38.4 |     2121 |          1
 2821016412 | 1340855772  |    27.2 |     2122 |          1
 2821016412 | 1340855772  |      36 |     2123 |          1
 2821016412 | 1340855772  |      32 | 41617002 |          0
 2821016412 | 1340855772  |     146 | 41617003 |          0
 2821939933 | 830321595   |    2400 |     1356 |          1
 2821939933 | 830321595   |    28.8 |     1978 |          1
 2821939933 | 830321595   |      32 | 41618002 |          0
 2822863454 | 319787418   |   12450 |     1356 |          1
 2822863454 | 319787418   |   149.4 |     1978 |          1
 2822863454 | 319787418   |    9900 |     1356 |          1
 2822863454 | 319787418   |   118.8 |     1978 |          1
 2815475286 | 109093538   | 16432.5 |     1356 |          1
 2815475286 | 109093538   |  197.19 |     1978 |          1
 2815475286 | 109093538   |  2002.5 |     1356 |          1
 2815475286 | 109093538   |   24.03 |     1978 |          1
 2815475286 | 109093538   |      15 |     1356 |          1
 2815475286 | 109093538   |    0.18 |     1978 |          1
 3872534394 | 2346308348  |      52 | 32414002 |          0
 3872534394 | 2346308348  |      52 | 32414003 |          0
 3874381436 | 1325239996  |     360 | 32416002 |          0
 3874381436 | 1325239996  |     360 | 32416003 |          0
 3876228478 | 304171642   |     360 | 32418002 |          0
 3876228478 | 304171642   |     360 | 32418003 |          0
 3252549782 | 1043628130  |      52 | 50801002 |          0
 3252549782 | 1043628130  |      52 | 50801003 |          0
 3254396824 | 22559776    |      52 | 50803002 |          0
 3254396824 | 22559776    |      52 | 50803003 |          0
 3255320345 | 3806992893  |      52 | 50804002 |          0
 3255320345 | 3806992893  |      52 | 50804003 |          0
 3259014429 | 1764856187  |     360 | 50808002 |          0
 3259014429 | 1764856187  |     360 | 50808003 |          0
 3280255412 | 2907472002  |     260 | 50810002 |          0
 3280255412 | 2907472002  |     260 | 50810003 |          0
 3280255413 | 2907472002  |     180 | 50810002 |          0
 3280255413 | 2907472002  |     180 | 50810003 |          0
 3282102454 | 1886403650  |     360 | 50812002 |          0
 3282102454 | 1886403650  |     360 | 50812003 |          0
 3283949496 | 865335296   |     360 | 50814002 |          0
 3283949496 | 865335296   |     360 | 50814003 |          0
 3285796538 | 4139234236  |     360 | 50816002 |          0
 3285796538 | 4139234236  |     360 | 50816003 |          0
 3287643580 | 3118165882  |     100 | 50818002 |          0
 3287643580 | 3118165882  |     100 | 50818003 |          0
 3287643580 | 3118165882  |     100 | 50818002 |          0
 3287643580 | 3118165882  |     100 | 50818003 |          0
 3288567101 | 2607631705  |      52 | 50819002 |          0
 3288567101 | 2607631705  |      52 | 50819003 |          0
 3309808084 | 3750247522  |      52 | 50821002 |          0
 3309808084 | 3750247522  |      52 | 50821003 |          0
 3310731605 | 3239713345  |      52 | 50822002 |          0
 3310731605 | 3239713345  |      52 | 50822003 |          0
 3311655126 | 2729179168  |      52 | 50823002 |          0
 3311655126 | 2729179168  |      52 | 50823003 |          0
 3312578647 | 2218644991  |      52 | 50824002 |          0
 3312578647 | 2218644991  |      52 | 50824003 |          0
 3313502168 | 1708110816  |      52 | 50825002 |          0
 3313502168 | 1708110816  |      52 | 50825003 |          0
 3342131319 | 3061420511  |      52 | 50835002 |          0
 3342131319 | 3061420511  |      52 | 50835003 |          0
 3343054840 | 2550886334  |      52 | 50836002 |          0
 3343054840 | 2550886334  |      52 | 50836003 |          0
 499333315  | 2774402901  |     360 | 32501002 |          0
 499333315  | 2774402901  |     360 | 32501003 |          0
 501180357  | 1753334549  |     360 | 32503002 |          0
 501180357  | 1753334549  |     360 | 32503003 |          0
 502103878  | 1242800372  |     360 | 32504002 |          0
 502103878  | 1242800372  |     360 | 32504003 |          0
 503950920  | 221732018   |     360 | 32506002 |          0
 503950920  | 221732018   |     360 | 32506003 |          0
 504874441  | 4006165135  |     480 | 32507002 |          0
 504874441  | 4006165135  |     480 | 32507003 |          0
 506721483  | 2985096781  |     480 | 32509002 |          0
 506721483  | 2985096781  |     480 | 32509003 |          0
 527962466  | 4127712598  |      52 | 32511002 |          0
 527962466  | 4127712598  |      52 | 32511003 |          0
 530733029  | 2596110067  |      71 | 32514002 |          0
 530733029  | 2596110067  |      71 | 32514003 |          0
 531656550  | 2085575892  |      52 | 32515002 |          0
 531656550  | 2085575892  |      52 | 32515003 |          0
 533503592  | 1064507538  |     360 | 32517002 |          0
 533503592  | 1064507538  |     360 | 32517003 |          0
 535350634  | 43439184    |     360 | 32519002 |          0
 535350634  | 43439184    |     360 | 32519003 |          0
 556591617  | 1186055001  |     360 | 32521002 |          0
 556591617  | 1186055001  |     360 | 32521003 |          0
 557515138  | 675520824   |     360 | 32522002 |          0
 557515138  | 675520824   |     360 | 32522003 |          0
 558438659  | 164986647   |      52 | 32523002 |          0
 558438659  | 164986647   |      52 | 32523003 |          0
 181508976  | 3622512264  |      28 | 32727002 |          0
 181508976  | 3622512264  |      28 | 32727003 |          0
 205520522  | 3233525550  |      30 | 32732002 |          0
 205520522  | 3233525550  |      30 | 32732002 |          0
 205520522  | 3233525550  |      10 | 32732002 |          0
 208291085  | 1701923021  |      30 | 32735002 |          0
 208291085  | 1701923021  |      30 | 32735002 |          0
 208291085  | 1701923021  |      30 | 32735002 |          0
 208291085  | 1701923021  |      30 | 32735002 |          0
 208291085  | 1701923021  |      30 | 32735002 |          0
 208291085  | 1701923021  |      10 | 32735002 |          0
 209214606  | 1191388844  |      30 | 32736002 |          0
 209214606  | 1191388844  |      30 | 32736002 |          0
 209214606  | 1191388844  |      10 | 32736002 |          0
 3478097565 | 1429408412  |       7 | 32315002 |          0
 3478097565 | 1429408412  |       7 | 32315003 |          0
 3479021085 | 918874235   |      51 | 32316002 |          0
 3479021085 | 918874235   |      51 | 32316003 |          0
 3479021086 | 918874235   |       7 | 32316002 |          0
 3479021086 | 918874235   |       7 | 32316003 |          0
 3481791648 | 3682238998  |      52 | 32319002 |          0
 3481791648 | 3682238998  |      52 | 32319003 |          0
 3481791649 | 3682238998  |      14 | 32319002 |          0
 3481791649 | 3682238998  |      14 | 32319003 |          0
 3504879673 | 3803786461  |      52 | 32323002 |          0
 3504879673 | 3803786461  |      52 | 32323003 |          0
 3505803194 | 3293252284  |      52 | 32324002 |          0
 3505803194 | 3293252284  |      52 | 32324003 |          0
 3507650236 | 2272183930  |      50 | 32326002 |          0
 3507650236 | 2272183930  |      50 | 32326003 |          0
 3752525331 | 2822773443  |      52 | 50510002 |          0
 3752525331 | 2822773443  |      52 | 50510003 |          0
 3756219415 | 780636737   |      28 | 50514002 |          0
 3756219415 | 780636737   |      28 | 50514003 |          0
 4182338069 | 17398147    |      32 | 41509002 |          0
 4288154319 | 1013514377  |      92 | 41419002 |          0
 3340643379 | 2363021475  |     266 |  1101002 |          0
 3341566900 | 1852487300  |     356 |  1102002 |          0
(694 rows)

 ordergroup |  transmode  |   qty   |   uom    | currencysw 
------------+-------------+---------+----------+------------
 4252137000 | 3744478094  |      92 | 41401002 |          0
 4253060521 | 3233943917  |      18 | 41402002 |          0
 4253984042 | 2723409740  |      21 | 41403002 |          0
 4254907563 | 2212875563  |      31 | 41404002 |          0
 4255831084 | 1702341388  |      23 | 41405002 |          0
 4256754605 | 1191807211  |      32 | 41406002 |          0
 4258601647 | 170738857   |     124 | 41408002 |          0
 4259525168 | 3955171974  |      45 | 41409002 |          0
 4279842630 | 1313354674  |      51 | 41410002 |          0
 4280766151 | 802820497   |     124 | 41411002 |          0
 4281689672 | 292286320   |      92 | 41412002 |          0
 4283536714 | 3566185260  |      52 | 41414002 |          0
 4284460235 | 3055651083  |      32 | 41415002 |          0
 4286307277 | 2034582731  |      49 | 41417002 |          0
 4287230798 | 1524048554  |      92 | 41418002 |          0
 13504487   | 2666664369  |     298 | 41420002 |          0
 15351529   | 1645596017  |      66 | 41422002 |          0
 700021748  | 2599455620  |     312 | 10001002 |          0
 700945269  | 2088921445  |     236 | 10002002 |          0
 701868790  | 1578387268  |     250 | 10003002 |          0
 701868790  | 1578387268  |     150 | 10003002 |          0
 702792311  | 1067853091  |     313 | 10004002 |          0
 703715832  | 557318914   |     400 | 10005002 |          0
 703715832  | 557318914   |     398 | 10005002 |          0
 704639353  | 46784737    |     236 | 10006002 |          0
 705562874  | 3831217854  |     726 | 10007002 |          0
 706486395  | 3320683677  |     323 | 10008002 |          0
 707409916  | 2810149500  |      64 | 10009001 |          0
 727727378  | 168332200   |   204.5 | 10010002 |          0
 728650899  | 3952765317  |     248 | 10011002 |          0
 728650899  | 3952765317  |      42 | 10011002 |          0
 729574420  | 3442231140  |     236 | 10012002 |          0
 730497941  | 2931696963  |     236 | 10013002 |          0
 730497941  | 2931696963  |     236 | 10013003 |          0
 731421462  | 2421162786  |     236 | 10014002 |          0
 731421462  | 2421162786  |     236 | 10014003 |          0
 732344983  | 1910628611  |     296 | 10015002 |          0
 733268504  | 1400094434  |     296 | 10016002 |          0
 735115546  | 379026080   |     250 | 10018002 |          0
 735115546  | 379026080   |     164 | 10018002 |          0
 736039067  | 4163459197  |     250 | 10019002 |          0
 736039067  | 4163459197  |     166 | 10019002 |          0
 757280050  | 1011107720  |     250 | 10021002 |          0
 757280050  | 1011107720  |     160 | 10021002 |          0
 758203571  | 500573543   |     228 | 10022002 |          0
 759127092  | 4285006660  |     228 | 10023002 |          0
 760050613  | 3774472483  |     250 | 10024002 |          0
 760974134  | 3263938306  |     250 | 10025002 |          0
 761897655  | 2753404129  |     510 | 10026002 |          0
 762821176  | 2242869952  |     510 | 10027002 |          0
 763744697  | 1732335777  |     534 | 10028002 |          0
 764668218  | 1221801600  |     534 | 10029002 |          0
 784985680  | 2874951592  |     462 | 10030002 |          0
 785909201  | 2364417415  |     462 | 10031002 |          0
 786832722  | 1853883240  |     534 | 10032002 |          0
 787756243  | 1343349063  |     534 | 10033002 |          0
 788679764  | 832814886   |     414 | 10034002 |          0
 789603285  | 322280709   |     414 | 10035002 |          0
 790526806  | 4106713826  |     318 | 10036002 |          0
 791450327  | 3596179649  |     318 | 10037002 |          0
 646806016  | 178621946   |      60 | 31903002 |          0
 646806016  | 178621946   |      60 | 31903003 |          0
 646806016  | 178621946   |      58 | 31903002 |          0
 646806016  | 178621946   |      58 | 31903003 |          0
 652347142  | 1410384180  |      28 | 31909002 |          0
 652347142  | 1410384180  |      28 | 31909003 |          0
 673588125  | 2552999995  |      28 | 31911002 |          0
 673588125  | 2552999995  |      28 | 31911003 |          0
 677282209  | 510863289   |      28 | 31915002 |          0
 677282209  | 510863289   |      28 | 31915003 |          0
 3337022838 | 1362870146  |      50 | 33401002 |          0
 3337022838 | 1362870146  |      50 | 33401003 |          0
 3337022838 | 1362870146  |      50 | 33401002 |          0
 3337022838 | 1362870146  |      50 | 33401003 |          0
 3337022838 | 1362870146  |      16 | 33401002 |          0
 3337022838 | 1362870146  |      16 | 33401003 |          0
 3337946359 | 852335969   |      50 | 33402002 |          0
 3337946359 | 852335969   |      50 | 33402003 |          0
 3337946359 | 852335969   |      50 | 33402002 |          0
 3337946359 | 852335969   |      50 | 33402003 |          0
 3337946359 | 852335969   |      12 | 33402002 |          0
 3337946359 | 852335969   |      12 | 33402003 |          0
 3338869880 | 341801792   |      50 | 33403002 |          0
 3338869880 | 341801792   |      50 | 33403003 |          0
 3338869880 | 341801792   |      50 | 33403002 |          0
 3338869880 | 341801792   |      50 | 33403003 |          0
 3338869880 | 341801792   |      43 | 33403002 |          0
 3338869880 | 341801792   |      43 | 33403003 |          0
 3339793401 | 4126234909  |      50 | 33404002 |          0
 3339793401 | 4126234909  |      50 | 33404003 |          0
 3339793401 | 4126234909  |      50 | 33404002 |          0
 3339793401 | 4126234909  |      50 | 33404003 |          0
 3339793401 | 4126234909  |      50 | 33404002 |          0
 3339793401 | 4126234909  |      50 | 33404003 |          0
 3340716922 | 3615700732  |      50 | 33405002 |          0
 3340716922 | 3615700732  |      50 | 33405003 |          0
 3340716922 | 3615700732  |      50 | 33405002 |          0
 3340716922 | 3615700732  |      50 | 33405003 |          0
 3340716922 | 3615700732  |      50 | 33405002 |          0
 3340716922 | 3615700732  |      50 | 33405003 |          0
 3344411006 | 1573564026  |      50 | 33409002 |          0
 3344411006 | 1573564026  |      50 | 33409003 |          0
 3344411006 | 1573564026  |      50 | 33409002 |          0
 3344411006 | 1573564026  |      50 | 33409003 |          0
 3344411006 | 1573564026  |      14 | 33409002 |          0
 3344411006 | 1573564026  |      14 | 33409003 |          0
 4171312755 | 2871651939  |      12 | 33501002 |          0
 4172236276 | 2361117762  |      12 | 33502002 |          0
 4174083318 | 1340049410  |      12 | 33504002 |          0
 4175930360 | 318981056   |      12 | 33506002 |          0
 4176853881 | 4103414173  |      12 | 33507002 |          0
 4177777402 | 3592879996  |      10 | 33508002 |          0
 4204559511 | 1672290753  |      12 | 33516002 |          0
 4205483032 | 1161756576  |      12 | 33517002 |          0
 4206406553 | 651222399   |      12 | 33518002 |          0
 118709548  | 3979097932  |      30 | 32701002 |          0
 118709548  | 3979097932  |      30 | 32701003 |          0
 118709548  | 3979097932  |      30 | 32701002 |          0
 118709548  | 3979097932  |      30 | 32701003 |          0
 118709548  | 3979097932  |      30 | 32701002 |          0
 118709548  | 3979097932  |      30 | 32701003 |          0
 118709548  | 3979097932  |      30 | 32701002 |          0
 118709548  | 3979097932  |      30 | 32701003 |          0
 118709548  | 3979097932  |      20 | 32701002 |          0
 118709548  | 3979097932  |      20 | 32701003 |          0
 119633069  | 3468563755  |      30 | 32702002 |          0
 119633069  | 3468563755  |      30 | 32702003 |          0
 119633069  | 3468563755  |      30 | 32702002 |          0
 119633069  | 3468563755  |      30 | 32702003 |          0
 119633069  | 3468563755  |      30 | 32702002 |          0
 119633069  | 3468563755  |      30 | 32702003 |          0
 119633069  | 3468563755  |      30 | 32702002 |          0
 119633069  | 3468563755  |      30 | 32702003 |          0
 119633069  | 3468563755  |      30 | 32702002 |          0
 119633069  | 3468563755  |      30 | 32702003 |          0
 119633069  | 3468563755  |       2 | 32702002 |          0
 119633069  | 3468563755  |       2 | 32702003 |          0
 120556590  | 2958029578  |      30 | 32703002 |          0
 120556590  | 2958029578  |      30 | 32703003 |          0
 120556590  | 2958029578  |      30 | 32703002 |          0
 120556590  | 2958029578  |      30 | 32703003 |          0
 120556590  | 2958029578  |      30 | 32703002 |          0
 120556590  | 2958029578  |      30 | 32703003 |          0
 120556590  | 2958029578  |      30 | 32703002 |          0
 120556590  | 2958029578  |      30 | 32703003 |          0
 120556590  | 2958029578  |      30 | 32703002 |          0
 120556590  | 2958029578  |      30 | 32703003 |          0
 120556590  | 2958029578  |      10 | 32703002 |          0
 120556590  | 2958029578  |      10 | 32703003 |          0
 121480111  | 2447495401  |      30 | 32704002 |          0
 121480111  | 2447495401  |      30 | 32704003 |          0
 121480111  | 2447495401  |      30 | 32704002 |          0
 121480111  | 2447495401  |      30 | 32704003 |          0
 121480111  | 2447495401  |      30 | 32704002 |          0
 121480111  | 2447495401  |      30 | 32704003 |          0
 121480111  | 2447495401  |      30 | 32704002 |          0
 121480111  | 2447495401  |      30 | 32704003 |          0
 122403632  | 1936961226  |      30 | 32705002 |          0
 122403632  | 1936961226  |      30 | 32705003 |          0
 122403632  | 1936961226  |      30 | 32705002 |          0
 122403632  | 1936961226  |      30 | 32705003 |          0
 122403632  | 1936961226  |      30 | 32705002 |          0
 122403632  | 1936961226  |      30 | 32705003 |          0
 122403632  | 1936961226  |      30 | 32705002 |          0
 122403632  | 1936961226  |      30 | 32705003 |          0
 122403632  | 1936961226  |      30 | 32705002 |          0
 122403632  | 1936961226  |      30 | 32705003 |          0
 122403632  | 1936961226  |      10 | 32705002 |          0
 122403632  | 1936961226  |      10 | 32705003 |          0
 124250674  | 915892872   |      50 | 32707002 |          0
 124250674  | 915892872   |      50 | 32707003 |          0
 124250674  | 915892872   |      50 | 32707002 |          0
 124250674  | 915892872   |      50 | 32707003 |          0
 124250674  | 915892872   |      50 | 32707002 |          0
 124250674  | 915892872   |      50 | 32707003 |          0
 124250674  | 915892872   |      50 | 32707002 |          0
 124250674  | 915892872   |      50 | 32707003 |          0
 124250674  | 915892872   |      40 | 32707002 |          0
 124250674  | 915892872   |      40 | 32707003 |          0
 147338699  | 1037440335  |      30 | 32711002 |          0
 147338699  | 1037440335  |      30 | 32711003 |          0
 147338699  | 1037440335  |      30 | 32711002 |          0
 147338699  | 1037440335  |      30 | 32711003 |          0
 147338699  | 1037440335  |      30 | 32711002 |          0
 147338699  | 1037440335  |      30 | 32711003 |          0
 147338699  | 1037440335  |      30 | 32711002 |          0
 147338699  | 1037440335  |      30 | 32711003 |          0
 147338699  | 1037440335  |      30 | 32711002 |          0
 147338699  | 1037440335  |      30 | 32711003 |          0
 147338699  | 1037440335  |      30 | 32711002 |          0
 147338699  | 1037440335  |      30 | 32711003 |          0
 149185741  | 16371981    |      30 | 32713002 |          0
 149185741  | 16371981    |      30 | 32713003 |          0
 149185741  | 16371981    |      30 | 32713002 |          0
 149185741  | 16371981    |      30 | 32713003 |          0
 149185741  | 16371981    |      30 | 32713002 |          0
 149185741  | 16371981    |      30 | 32713003 |          0
 149185741  | 16371981    |      30 | 32713002 |          0
 149185741  | 16371981    |      30 | 32713003 |          0
 149185741  | 16371981    |      30 | 32713002 |          0
 149185741  | 16371981    |      30 | 32713003 |          0
 149185741  | 16371981    |      10 | 32713002 |          0
 149185741  | 16371981    |      10 | 32713003 |          0
 150109262  | 3800805098  |      30 | 32714002 |          0
 150109262  | 3800805098  |      30 | 32714003 |          0
 150109262  | 3800805098  |      30 | 32714002 |          0
 150109262  | 3800805098  |      30 | 32714003 |          0
 150109262  | 3800805098  |      30 | 32714002 |          0
 150109262  | 3800805098  |      30 | 32714003 |          0
 150109262  | 3800805098  |      30 | 32714002 |          0
 150109262  | 3800805098  |      30 | 32714003 |          0
 150109262  | 3800805098  |      30 | 32714002 |          0
 150109262  | 3800805098  |      30 | 32714003 |          0
 150109262  | 3800805098  |      10 | 32714002 |          0
 150109262  | 3800805098  |      10 | 32714003 |          0
 151032783  | 3290270921  |      30 | 32715002 |          0
 151032783  | 3290270921  |      30 | 32715003 |          0
 151032783  | 3290270921  |      30 | 32715004 |          0
 151032783  | 3290270921  |      30 | 32715005 |          0
 151032783  | 3290270921  |      30 | 32715002 |          0
 151032783  | 3290270921  |      30 | 32715003 |          0
 151032783  | 3290270921  |      30 | 32715004 |          0
 151032783  | 3290270921  |      30 | 32715005 |          0
 151032783  | 3290270921  |      30 | 32715002 |          0
 151032783  | 3290270921  |      30 | 32715003 |          0
 151032783  | 3290270921  |      30 | 32715004 |          0
 151032783  | 3290270921  |      30 | 32715005 |          0
 151032783  | 3290270921  |      30 | 32715002 |          0
 151032783  | 3290270921  |      30 | 32715003 |          0
 151032783  | 3290270921  |      30 | 32715004 |          0
 151032783  | 3290270921  |      30 | 32715005 |          0
 151032783  | 3290270921  |      30 | 32715002 |          0
 151032783  | 3290270921  |      30 | 32715003 |          0
 151032783  | 3290270921  |      30 | 32715004 |          0
 151032783  | 3290270921  |      30 | 32715005 |          0
 151032783  | 3290270921  |      10 | 32715002 |          0
 151032783  | 3290270921  |      10 | 32715003 |          0
 151032783  | 3290270921  |      10 | 32715004 |          0
 151032783  | 3290270921  |      10 | 32715005 |          0
 151956304  | 2779736744  |     100 | 32716002 |          0
 151956304  | 2779736744  |     100 | 32716003 |          0
 151956304  | 2779736744  |      92 | 32716002 |          0
 151956304  | 2779736744  |      92 | 32716003 |          0
 152879825  | 2269202567  |     100 | 32717002 |          0
 152879825  | 2269202567  |     100 | 32717003 |          0
 152879825  | 2269202567  |     100 | 32717002 |          0
 152879825  | 2269202567  |     100 | 32717003 |          0
 175967850  | 2390750030  |      50 | 32721002 |          0
 175967850  | 2390750030  |      50 | 32721003 |          0
 175967850  | 2390750030  |      50 | 32721002 |          0
 175967850  | 2390750030  |      50 | 32721003 |          0
 175967850  | 2390750030  |      50 | 32721002 |          0
 175967850  | 2390750030  |      50 | 32721003 |          0
 175967850  | 2390750030  |      50 | 32721002 |          0
 175967850  | 2390750030  |      50 | 32721003 |          0
 175967850  | 2390750030  |      27 | 32721002 |          0
 175967850  | 2390750030  |      27 | 32721003 |          0
 3342490421 | 1341953123  |     266 |  1103002 |          0
 3905159232 | 3809208950  |     228 |  1201002 |          0
 3906082753 | 3298674773  |     228 |  1202002 |          0
 3907006274 | 2788140596  |     228 |  1203002 |          0
